"name","screen_name","text","polarity","subjectivity","label"
"J","SantosJohanS","I prefer cramming","0.00","0.00","NEGATIVE"
"Stephanie JOY Smith","FreedTV","Perpetually CRAMMING bodies into spaces for other people to carry while still carrying the other LOSERS burden is NOT legal economy! 
@UN","-0.13","0.27","NEGATIVE"
"tangi","aesthetichandy","cramming.","0.00","0.00","NEGATIVE"
"\\ kwoi // has exams","69WONHOES","CRAMMING IS LIFEU","0.00","0.00","NEGATIVE"
"Vali 😛","Valle2_MJ","Atm cramming https://t.co/m3yI41Qg0Q","0.00","0.00","NEGATIVE"
"sue 🍓 exams","niamochi_","THE FACK IM IN A MIDDLE OF CRAMMING","0.00","0.00","NEGATIVE"
"Lima Lima","GaloPapitou","RT @EastCoastSwag18: https://t.co/lugwdm9t4Q cramming her ass #anal","0.00","0.00","NEGATIVE"
"Jonathan Watson","spidamann","@Go_On_Volt I won't be able to play the early access til I get off work so I'm gonna be cramming in the hrs lol","0.47","0.54","POSITIVE"
"Wally Cherwinski","wa11_y","Bucolic bliss. Cambridge cows cramming for finals. @ King's College, Cambridge https://t.co/GAgV7brMr5","0.00","0.00","NEGATIVE"
"vence 🐬","venceyy","RT @_JohnJunel: Nope. All I could feel is the unpreparedness of the school and the cramming of each cluster 😊 https://t.co/a5PjCpRR0G","0.00","0.00","NEGATIVE"
"Privy (cavaet5)","c_abaya","Cramming pa! 😢☹️😰","0.00","0.00","NEGATIVE"
"️","zulandree","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"Lauren Saxon","Lsax_235","Cramming for this exam coming up😩 never procrastinating again🤦🏽‍♀️ https://t.co/58M5eBhTIZ","0.00","0.00","NEGATIVE"
"tania gregorio","isipisip","@iamramcossid @Digs_ph @JCManicad cramming should not be encouraged, better yet it should be stopped. do we want to win or just participate?","0.65","0.45","POSITIVE"
"chewy106","chewy106","Can't think of anyone who feels cramming auto-play/uncloseable videos in bottom-right corner of websites is user-friendly, yet here we are😡","0.00","0.00","NEGATIVE"
"désespéré","Fantashera","Cramming because why not?","0.00","0.00","NEGATIVE"
"L A R S 👦","larrybadidoy","Cramming na bes! 😩","0.00","0.00","NEGATIVE"
"Astral Ruin","astral_ruin","Cramming T_T #exams https://t.co/s6bhfnQ8xu","0.00","0.00","NEGATIVE"
"Kathrina Among-All","KathIglesias","Cramming pa moooooooore~!","0.00","0.00","NEGATIVE"
"Jaroslav","epicjaroslav","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"Horny Worky","hornyworky","RT @Undiesjizz: @WhaleJhon @hornyworky Yeah me too. Preferably fucking his great arse but I'd be happy cramming my cock into that cheeky fa…","0.33","0.85","POSITIVE"
"L","xxflowerrrxx","RT @Balabssss: Coffee for cramming","0.00","0.00","NEGATIVE"
"Jessica","IamMijess","Cramming is layf but
Tongits is layfer","0.00","0.00","NEGATIVE"
"Pao | 파오","paositivity","At nanonood pa ko talaga ng drama ngayon? I should be studying and cramming now 😭But I know my procrastinator self so... 😬","0.00","0.00","NEGATIVE"
"nori","lushstigma","holy fuck i finished my english homework and it has like 10+ sentences and i had to rewrite it to another paper wow i love cramming","0.05","0.55","POSITIVE"
"Win","wxlxcstr","RT @_JohnJunel: Nope. All I could feel is the unpreparedness of the school and the cramming of each cluster 😊 https://t.co/a5PjCpRR0G","0.00","0.00","NEGATIVE"
"Phil","tanphilclemson","I dont know why I enjoy cramming in this state of immediate need of accomplishing tasks given to me.","0.40","0.50","POSITIVE"
"♛ Her Awesomeness ♛","nerdyathena01","Writing. Coding. Editing. Filming. Checking. Cramming. Yay. 🙃","0.00","0.00","NEGATIVE"
"Jessica Feliciano","_IcaFeliciano","cramming at it's finest 📚📝📊HRD Y U DO THIS HUHU 😭🤦🏻‍♀️","0.00","0.00","NEGATIVE"
"Dazzle 💫","thecellcycle","cramming w 2 cups of coffee 😂 https://t.co/WMZiMi7P5X","0.00","0.00","NEGATIVE"
"tania gregorio","isipisip","@iamramcossid @Digs_ph @JCManicad wow, d comparison...
NT should have been in practice at least 6 months ago, like… https://t.co/sLiFFct3yK","-0.10","0.70","NEGATIVE"
"wolves.","Itscvmedel_","cramming https://t.co/KHRpr0zEoB","0.00","0.00","NEGATIVE"
"—halle 🌙","castawayedd","cramming ftw 🤘","0.00","0.00","NEGATIVE"
"ROBERT WILKINS ©","RobertWilkinsFL","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"💪","angeaueu","Cramming 😭","0.00","0.00","NEGATIVE"
"abby✱","rrrainee","alwayzzz cramming","0.00","0.00","NEGATIVE"
"Julie Shackman","G13Julie","RT @AllenAndUnwin: Cramming them in… a #shelfie full of @ProfileBooks. 📚📚📚
#MafiaLife #SPQR #OurRevolution https://t.co/2GdlZy1CKn https://…","0.35","0.55","POSITIVE"
"allen","allenblng","cramming our performance task for science","0.00","0.00","NEGATIVE"
"alecs 🌻","itsalecsamante","period cramps ☺️ pimple break out ☺️ cramming thesis ☺️ ongoing shootings ☺️ upcoming exams ☺️ super cute talaga 😭😍☺️☺️☺️☺️","0.42","0.83","POSITIVE"
"Shan","ausdauerzn","@ItsAlykazam We were all cramming into one train like damn sardines","0.00","0.00","NEGATIVE"
"CSF Corp","csfcorp","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"dorothy","boongalingjoy","RT @Balabssss: Coffee for cramming","0.00","0.00","NEGATIVE"
"spunky undies","Undiesjizz","@WhaleJhon @hornyworky Yeah me too. Preferably fucking his great arse but I'd be happy cramming my cock into that cheeky face :)","0.38","0.89","POSITIVE"
"Marie","aannggeellaahh","RT @_JohnJunel: Nope. All I could feel is the unpreparedness of the school and the cramming of each cluster 😊 https://t.co/a5PjCpRR0G","0.00","0.00","NEGATIVE"
"SSnoCo Crime Watch","ssnoccrimewatch","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"Leron","Balabssss","Coffee for cramming","0.00","0.00","NEGATIVE"
"mg","marygracecorpus","cramming starts tomorrow night 😉 #classicmg","0.00","0.00","NEGATIVE"
"Krush Matic","KrushMatic","My goal is to continue cramming knowledge until late 2018, then I'm launching every aspect of my… https://t.co/TBNVhqHRPY","-0.30","0.60","NEGATIVE"
"cent","Ceeeeeeent","Cramming","0.00","0.00","NEGATIVE"
"gal💁🏻","TriciaCzarina","RT @_JohnJunel: Nope. All I could feel is the unpreparedness of the school and the cramming of each cluster 😊 https://t.co/a5PjCpRR0G","0.00","0.00","NEGATIVE"
"mother florentina ♡","JohannePadilla_","RT @_JohnJunel: Nope. All I could feel is the unpreparedness of the school and the cramming of each cluster 😊 https://t.co/a5PjCpRR0G","0.00","0.00","NEGATIVE"
"garnet","gtfohope","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"AdDU SHS Confessions","shsfiles_","RT @_JohnJunel: Nope. All I could feel is the unpreparedness of the school and the cramming of each cluster 😊 https://t.co/a5PjCpRR0G","0.00","0.00","NEGATIVE"
"Briel Turija","darkknightbriel","cramming everything over two nights","0.00","0.00","NEGATIVE"
"John","_JohnJunel","Nope. All I could feel is the unpreparedness of the school and the cramming of each cluster 😊 https://t.co/a5PjCpRR0G","0.00","0.00","NEGATIVE"
"maetrisha ; #hixtape","maaeeflower","cramming bcoz p6 is lyf pt.2","0.00","0.00","NEGATIVE"
"alyssa n","AJnazareno_18","Cramming powers 🙌","0.00","0.00","NEGATIVE"
"raph","PunzalanRyko","RT @jetheabosico: cramming","0.00","0.00","NEGATIVE"
"paul 🏳️‍🌈","paulcctan","MY BROTHER'S CRAMMING HIS PT THE DAY BEFORE THE DEADLINE WHAT A LEGEND","0.00","0.00","NEGATIVE"
"nicole🐰","nikmnlng","Cramming","0.00","0.00","NEGATIVE"
"denisse","Denisseclmea","Back 2 cramming","0.00","0.00","NEGATIVE"
"meera","aliesporlas","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"MARA","CopaHams","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"Eric(ProjectGenesis)","EricHeatEsparza","@allenbrasch No I'm waiting till it's on video. Once I heard they tried cramming all the books into 1 90min movie I was like 😭","0.00","0.00","NEGATIVE"
"•","louieteodosio","And so, I'm cramming right now, and my knee's killing me at the same time. 🙃👍","0.14","0.33","POSITIVE"
"Marielle","iellecalicdan","in class i'm either cramming crying or sleeping","-0.20","0.60","NEGATIVE"
"Kaye 💙","Silent_Fanatic","can i just cry bc of this cramming","0.00","0.00","NEGATIVE"
"Amyra","jetheabosico","cramming","0.00","0.00","NEGATIVE"
"Sen Deb Peters","DebPetersForSD","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"Rhea","RectifiableRhea","You should've posted it earlier so we could pass it on time. And now we're cramming. 😫😤","0.00","0.50","NEGATIVE"
"Italians For Trump","Italians4Trump","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"The Committed Father","CommittedFather","@DaddyJew It always seems to be the one I'm in... with the way people are always cramming their cars into too small… https://t.co/W6adoOEMOM","0.00","0.00","NEGATIVE"
"ed 👁","edrixhard","the struggle is coming. cramming season will be here. good night ☺️","0.70","0.60","POSITIVE"
"Lorna Lim Wong","LoftyWong","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"FTC","FTC","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"Commerce & Insurance","TNCommerceInsur","RT @FCC: To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"The FCC","FCC","To file a complaint with the FCC about cramming, slamming, or other phone issues, go here: https://t.co/hLFejDksFt","-0.21","0.29","NEGATIVE"
"LOEY 🌸","chensbanana","RT @missy_aliah: Currently studying the art of cramming 💔","0.00","0.40","NEGATIVE"
"effy","ffrances_marie","I can do all this through cramming and self hate :---)","-0.80","0.90","NEGATIVE"
"Charleen","Rogacion26","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"Winterwolf","ken_torre","I know you're cramming rn but just look at your video scandal for a while, @prawnsimmanuel! Insert noise disturbanc… https://t.co/cBjjVBLzAI","0.00","0.00","NEGATIVE"
"jungkook //","iadzk","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"bern is not økvy.","andyeastfoot","cramming for ideas gedemit as it is y u no announce manila show at least a month or two before 😩😭😂","-0.30","0.40","NEGATIVE"
"Khim Miranda ♔","KhimMiranda","Tiis ganda tho it hurts so bad. Cramming to the nth level 💪🏼💦","-0.70","0.67","NEGATIVE"
"hang","jncrucis","@tep_coleen Cramming iz real bbq","0.20","0.30","POSITIVE"
"keigh","keighlers_file","cramming iz real 😩","0.20","0.30","POSITIVE"
"Marie O'Regan","Marie_O_Regan","Weekly Tetris feat of cramming all the groceries into the fridge-freezer complete; knackered now #so much food","0.15","0.30","POSITIVE"
"「 Y U K I O :８６」💀🍎","MadAsTheQueen","@jeojeyow yes. Merch cramming as usual 😂😂","-0.25","0.25","NEGATIVE"
"shane🌼","ur_moonlightbae","cramming","0.00","0.00","NEGATIVE"
"🍃","SethEliserio","let's go cramming !!!","0.00","0.00","NEGATIVE"
"Cassiopeia","ymavalencia","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"The Audio BO$$","McCoolNAI","RT @TheWPAN: NEW EPISODE: We're cramming as many of our Favorite Entrance Themes as we can into this episode! What did we miss?

https://t.…","0.42","0.65","POSITIVE"
"andrew","gidyooon","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"alecs","alecsprettyy","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"djeanel🌹","asdfghjinel","RT @duhcait: 6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"moshi","_janeeel","cramming","0.00","0.00","NEGATIVE"
"c","duhcait","6pm-12am: chill
1am-3am: cramming","0.00","0.00","NEGATIVE"
"kev","kevcaranto","cramming iz real","0.20","0.30","POSITIVE"
"Maureen Patrone","maureen_patrone","RT @anikasleem: Cramming another Forcing 2 Live in #Kaavan Cruel Space BIGGER PROBLEMS #FreeKaavan .@SenatePakistan https://t.co/ddfZHACjSd","-0.29","0.67","NEGATIVE"
"Modesstiny","TadhanaRose","Cramming at its finest","0.00","0.00","NEGATIVE"
"Hikari Inori","DreamsofDrifter","Cramming mode! 

#BNHA #Persona5 #BungouStrayDogs https://t.co/Jp4dTooKxA","0.00","0.00","NEGATIVE"
"kida ✨","noirsarc","currently: cramming projects due in 1-3 days, eating pasta, and jamming out to beyonce until midnight","-0.06","0.39","NEGATIVE"
"DJsBliss","DJsBliss","We seem to be very well aligned in the kinky ways. 
He invited me to visit &amp; as I won't be back until February, I'm cramming my work travel.","0.10","0.15","POSITIVE"
"fierre","jeniferrafada","""cramming won't help during exams"" aw mangatog nami sir good night po","0.70","0.60","POSITIVE"
"NationTinashe Shumba","Nashanlayan","RT @TheDIYHacks: Don't skip on sleep. Sleep is more important than homework. It's proven that it's better to sleep than to stay up late cra…","0.27","0.65","POSITIVE"
"aylali🐷","PottieLee","Let me do the cramming tonight 😉","0.00","0.00","NEGATIVE"
"Jeffrey Walker","Jwalkertide","Trump should keep cramming Federal Judges down the throats of Liberals and teh MSM!","-0.19","0.29","NEGATIVE"
"Les","heytortsy","I wanted to finish it ahead of time but I also need to sleep kaya yehey cramming to the ninth power","0.00","0.00","NEGATIVE"
"パンダ","NinjaTuna17","Busy during the day. Dying over and over during the night. Cramming at dawn. Helpless at morning.#Help","0.10","0.30","POSITIVE"
"KoloKK | #SocialGood","KoloKennethK","@AyoAkiwowo @hbillions @kbcchannel @ExquisiteEsy Codes are needed and I hate cramming...","-0.80","0.90","NEGATIVE"
"Aura","_salihxaura","hehe cramming hello :&gt;","0.00","0.00","NEGATIVE"
"breann wood","_breannmarie","&amp; like clock work I am currently cramming everything I should've done throughout the summer into the last two weeks.","0.00","0.23","NEGATIVE"
"Reese","alecctherese","cramming at its finest !! 🙇🏻‍♀️","0.00","0.00","NEGATIVE"
"Clarence","jcclarence5","cramming","0.00","0.00","NEGATIVE"
"👑","SherylMoloMata","Cramming 😭","0.00","0.00","NEGATIVE"
"LATEX AND BONDAGE","latex_marc","RT @DDFporno: . @DDFporno Steve Q &amp; Victoria Daniels...: https://t.co/vbKDHRAUSA #ddfporn # sex cams: https://t.co/06yUUaExTn https://t.co/…","0.00","0.00","NEGATIVE"
"Aye","CreepyBasstard","@britneybny No probz oy hahaha cramming is my middle name hahaha","0.13","0.27","POSITIVE"
"Pretty💕","yeppeotaher19","Cramming is LIFE.😉","0.00","0.00","NEGATIVE"
"Rafael","nobvillarin","RT @clintneeis: cramming is real","0.20","0.30","POSITIVE"
"naaaaah","somedaydane","been cramming for the past 2 days and  I'm scared that my mind is actually getting used to it 😔","-0.13","0.17","NEGATIVE"
"Samy Morsy","samymohab","Tesla eyes autonomous big rig testing in Nevada Tesla has been cramming semi-autonomous technology into its cars f… https://t.co/SBG37Bmqak","0.20","0.40","POSITIVE"
"ㅤ","nicolemrq","cramming rn","0.00","0.00","NEGATIVE"
"samantha","ayngelixx","bye gadgets. will be back after 8 hours of cramming","0.00","0.00","NEGATIVE"
"ysabelle","_samanthaparas","cramming 🙂","0.00","0.00","NEGATIVE"
"clint","clintneeis","cramming is real","0.20","0.30","POSITIVE"
"Samy Morsy","samymohab","Tesla eyes autonomous big rig testing in Nevada Tesla has been cramming semi-autonomous technology into its cars... https://t.co/osUcaEeXH1","0.20","0.40","POSITIVE"
"tami","tamkyaa","13 and cramming","0.00","0.00","NEGATIVE"
"achillés","Mroyyyy","Cramming is real mga b3h","0.20","0.30","POSITIVE"
"Precious Javier","precyiousaa","Cramming but 10F's group chat is a veryyyy good help ❤️️","0.70","0.60","POSITIVE"
"The Great Pretender","ExtraLargeTaco","The bad thing about cramming is you tend to forget stuff,

The best thing about cramming is the..... I forgot.","0.15","0.48","POSITIVE"
"비아 🌸","citruslemonhes","Cramming queens ✨🌸😂","0.00","0.00","NEGATIVE"
"tira! bang!","terrahbithia","what my brain looks like when im cramming: https://t.co/0dxsQqn6W7","0.00","0.00","NEGATIVE"
"Dash","blueYxxngi","RT @blueYxxngi: 8. 💌please do not overwork yourself. do not study for over 2 hours, do not stay up to late cramming it in your head = this…","-0.30","0.60","NEGATIVE"
"Tansa","MissTansa","@LullabyStorm Come to mine xD I am also cosplay cramming right now!","0.36","0.54","POSITIVE"
"Hannah banana","hanniemeee","Really need to study. 1 week or 6 days before the exam. Cramming","0.20","0.20","POSITIVE"
"Glenn Abbott","gawrestlenut","RT @TheWPAN: NEW EPISODE: We're cramming as many of our Favorite Entrance Themes as we can into this episode! What did we miss?

https://t.…","0.42","0.65","POSITIVE"
"Fiona Ramos","ifeellikefiona","Cramming 😭","0.00","0.00","NEGATIVE"
"L ø t i","Lotteahy","CRAMMING","0.00","0.00","NEGATIVE"
"💎D&E💎","silversea_angel","BUT IZ CRAZY HARD I MEAN I KEEP ON CRAMMING EVEN IF I DONT WANT TO?","-0.40","0.71","NEGATIVE"
"Brian Milonas","brianmilonas","RT @TheWPAN: NEW EPISODE: We're cramming as many of our Favorite Entrance Themes as we can into this episode! What did we miss?

https://t.…","0.42","0.65","POSITIVE"
"BDA Radio","bda_radio","RT @TheWPAN: NEW EPISODE: We're cramming as many of our Favorite Entrance Themes as we can into this episode! What did we miss?

https://t.…","0.42","0.65","POSITIVE"
"auto-erotica","puddlebot","you're cramming ferrets in your stomach... and that's okay!","0.63","0.50","POSITIVE"
"Jeremy Rundle","rundle_r","RT: @ fryfriend Donnenhoffer1 Being gay is one thing cramming it down other peoples throats is another ! ( no pun intended ) 😁","0.03","0.42","POSITIVE"
"fryfriend","fryfriend","@Donnenhoffer1 Being gay is one thing cramming it down other peoples throats is another ! ( no pun intended ) 😁","0.03","0.42","POSITIVE"
"Blithe","cheeryeve","Who among us hasnt been guilty of the phenomenon,cramming,w/c assumes that a semester's worth of learning can morph into overnight wisdom?","-0.10","0.55","NEGATIVE"
"""grippo""","LakeMistake","@urbanfriendden yeah the audacity of cramming that much detail let alone fictitious detail into a book of that size… https://t.co/saTQTfiRw9","0.20","0.20","POSITIVE"
"m. janil","maryzsanelle","Cramming sa research oy dmd","0.00","0.00","NEGATIVE"
"Caitlyn","caitlyn_citta","Should be cramming for an exam in 2 hours but instead I'm online looking at vacations 🙄","0.00","0.00","NEGATIVE"
"🎙OKayFabe🎙","OKayFabe","RT @TheWPAN: NEW EPISODE: We're cramming as many of our Favorite Entrance Themes as we can into this episode! What did we miss?

https://t.…","0.42","0.65","POSITIVE"
"Louisse","Jimin_louisse","cramming is real","0.20","0.30","POSITIVE"
"Sohyunieee 💙💎","keeshiaxxi","I love cramming....","0.50","0.60","POSITIVE"
"Bookin The Territory","BTT_Podcast","RT @TheWPAN: NEW EPISODE: We're cramming as many of our Favorite Entrance Themes as we can into this episode! What did we miss?

https://t.…","0.42","0.65","POSITIVE"
"#WPAN","TheWPAN","NEW EPISODE: We're cramming as many of our Favorite Entrance Themes as we can into this episode! What did we miss?… https://t.co/f8jQq7uEWE","0.42","0.65","POSITIVE"
"Stacy Morris","StacyMo74021081","RT @meadowbrookarts: When u r cramming before a show! https://t.co/axQuxmi6i7","0.00","0.00","NEGATIVE"
"kikay","smlkristaaa","Cramming 😭","0.00","0.00","NEGATIVE"
"Margøks","MrgxDntlsss","No to cramming ⚠️","0.00","0.00","NEGATIVE"
"Ian Pace","ianpacemain","RT @historywomble: @carolinepennock You also need students to have (and take) the time to practise those independent skills. We're not just…","0.00","0.13","NEGATIVE"
"cleyowww 🌴","HOYLAGATA","Break from cramming sa pag impake ng everything to congratulate my bebes! Yay! Congratsssss #KoKoBop10thWin https://t.co/sia1WRfpUA","0.00","0.00","NEGATIVE"
"Seokjin Lover","CJlovesJin","Oh my gosh!! It's my 17th f***ing birthday but why do I feel like crap?! Cramming because of my Science investigatory project ( deadline )😭","-1.00","0.80","NEGATIVE"
"LaceyAnna","LaceyAnnaW","RT @Terfleaza: Bucket lists are humanity's way of cramming for a final.","0.00","1.00","NEGATIVE"
"Veh","vehyrinawesome","Cramming","0.00","0.00","NEGATIVE"
"Ellianne♥","ellianne_joelle","cramming na us sa bulletin","0.00","0.00","NEGATIVE"
"Vivien San Andres","viviensanandres","cramming atm","0.00","0.00","NEGATIVE"
"Sarah Ward","sl_ward","RT @AllenAndUnwin: Cramming them in… a #shelfie full of @ProfileBooks. 📚📚📚
#MafiaLife #SPQR #OurRevolution https://t.co/2GdlZy1CKn https://…","0.35","0.55","POSITIVE"
"shanika","shanika_chan","i told myself a week ago that i'll not cram this time 

look at me now

cramming 🙃","0.00","0.00","NEGATIVE"
"Kiyoncè","kslgb","RT @arviquioc: GAX deadline Monday ya girl cramming 😂 https://t.co/pkCDmI4KbC","0.00","0.00","NEGATIVE"
"Mitsuru Kirijo BOT","kirijo_bot","You won't learn anything by cramming at the last minute. Why don't you study at the library when you have the time?","0.00","0.07","NEGATIVE"
"chris","chrisnoconn","really just stayed up til 3 am cramming a project i had the whole summer to do 🙃

this year is gonna be gr8","0.20","0.30","POSITIVE"
"Utsu Bot","utsutoribot","""imagine dazai sitting alone in his shady room tearing out page after page n cramming it up into a ball and shoving it in his mouth""","-0.25","0.63","NEGATIVE"
"maria🌙","babenicalum","yay we all cramming","0.00","0.00","NEGATIVE"
"mg 🥀","mrygrceollrs","cramming hard af","-0.29","0.54","NEGATIVE"
"Rafael R. Fontanilla","OptogRaffy","Cramming this painting for Mama Babes' 85th tomorrow!","0.00","0.00","NEGATIVE"
"annie","alysseya","Last minute cramming never, ever works. So why do I continue to do it??","0.00","0.07","NEGATIVE"
"poisebois","JoshHurry","I'm sure the people who walked past me sitting in the car in a ball cramming a cream bun into my mouth at 11am thought I was really cool....","0.20","0.60","POSITIVE"
"andy halliday","andyh28350","RT @kreeve: Cramming diminished library into Council offices - creates nice convenient offices for Council https://t.co/FbTO083CzO","0.60","1.00","POSITIVE"
"glitzy babylon","glitzob","@spiderwebsoft Corpse Tetris where you get points for cramming bodies neatly into refrigerator boxes.","0.00","0.00","NEGATIVE"
"CHANEL","itscocochanel","So I'm late night cramming and then I realize Ive had the wrong book this whole time 😂 tf still passing tho shit.","-0.20","0.68","NEGATIVE"
"SEENderella","BEIOFLIONS","midterms on monday;

me: with great cramming comes great puyat........","0.80","0.75","POSITIVE"
"SuckerforSex","Sucker_for_Sex","Free Webcam Brunette goes wild She just loves cramming cock in her ass and in her greedy, wet mouth. Sitting on top https://t.co/PqC1JbiabX","0.23","0.53","POSITIVE"
"winn","inhalejaehyun","RT @AllForJaeYong_: @inhalejaehyun You can do it. You should do it now. :) Avoid cramming. :)","0.50","1.00","POSITIVE"
"JaeYong","AllForJaeYong_","@inhalejaehyun You can do it. You should do it now. :) Avoid cramming. :)","0.50","1.00","POSITIVE"
"JovyAnn","heyjoby","Probably the millionth time I've told myself to quit cramming and procrastinating","0.00","0.00","NEGATIVE"
"Stacy","stacyofleopards","chill first b4 cramming","0.25","0.33","POSITIVE"
"chichay 🐘","sydneyysagal","product of cramming &amp; prayer hehehe 🙈 all Glory goes back to you Lord!💙 https://t.co/f43Ok8nADe","0.00","0.00","NEGATIVE"
"demboi","gooseblood_","Everyone be cramming for exams meanwhile I'm here worshipping my UCSP book and praying that the UCSP gods enlighten… https://t.co/my2iVyAk3f","0.00","0.00","NEGATIVE"
"Evan ⚡️","bnloid","Cramming again","0.00","0.00","NEGATIVE"
"Melissa Azarraga","melissassy27","CRAMMING 🙃🙃🙃🙃","0.00","0.00","NEGATIVE"
"Anarchy666","AnarchyHell666","The science of the world is baffled 
Nothing like cramming it down your throat
#gaypride2017 #Ridiculousness… https://t.co/fl6ekCb2y9","-0.16","0.29","NEGATIVE"
"🌸 天使@slump","ndsksakura","welp here goes another hour of cramming canon in d ive got nothing else to do","0.00","0.00","NEGATIVE"
"The Walking Fox","walking_fox","Nothing days ""woke"" like cramming for-profit prisons full of nonviolent black men while giving Trump's future treasury pick a free pass.","0.20","0.50","POSITIVE"
"kia👑","_Encarta","Dear sunday me,

Ma cramming ka gurl, be prepared.","0.00","0.00","NEGATIVE"
"Me","pepseamani","RT @nakedcara: I sure found my feelings today. Working on cramming them back down there. https://t.co/vdkppbWiTW","0.11","0.39","POSITIVE"
"💞","choiluciels","lecture have occupied a table near the front desk, cramming for a huge midterm they have which sehun has already painstakingly studied for.","0.25","0.65","POSITIVE"
"Jan Alexander","Xandurrrr","Esp x Arts design :((( cramming is layp talaga","-0.75","1.00","NEGATIVE"
"Tj","CosmicBrace","RT @anikasleem: Cramming another Forcing 2Livein Kaavan Cruel SpaceAdding 2 BIGGER PROBLEMS I~Slam~A~BAD~Zoo .@DunyaNews #FreeKaavan https:…","-0.50","0.75","NEGATIVE"
"Alejandra VacaSotelo","alexxxxVS","RT @TheGoogleFactz: Don't skip on sleep. Sleep is more important than homework. It's proven that it's better to sleep than to stay up late…","0.47","0.67","POSITIVE"
"Perrymead","Perry_mead","RT @kreeve: Cramming diminished library into Council offices - creates nice convenient offices for Council https://t.co/FbTO083CzO","0.60","1.00","POSITIVE"
"Tj","CosmicBrace","RT @anikasleem: Cramming another Forcing 2 Live in #Kaavan Cruel Space BIGGER PROBLEMS #FreeKaavan .@SenatePakistan https://t.co/ddfZHACjSd","-0.29","0.67","NEGATIVE"
"mi xao 🍜","michellettrann","at a point in cramming where i just want to eat a hot pocket and call it a night.","0.25","0.85","POSITIVE"
"Hussein Yusuf Ali","husseinladane","RT @AllenAndUnwin: Cramming them in… a #shelfie full of @ProfileBooks. 📚📚📚
#MafiaLife #SPQR #OurRevolution https://t.co/2GdlZy1CKn https://…","0.35","0.55","POSITIVE"
"Profile Books","ProfileBooks","RT @AllenAndUnwin: Cramming them in… a #shelfie full of @ProfileBooks. 📚📚📚
#MafiaLife #SPQR #OurRevolution https://t.co/2GdlZy1CKn https://…","0.35","0.55","POSITIVE"
"taymia.","Tayzaab","RT @iamkuds: i just saw this classmate walking in the hallway wiping a tear away while cramming like crazy from the textbook like honestly…","-0.60","0.90","NEGATIVE"
"RockcityFM 101.9","RockcityFM","You don't expect a student cramming for exams to also be worried about farms - Ahmed Jimoh, FUNAAB student #DaybreakShow #CitizensForum","0.00","0.00","NEGATIVE"
"Thord D. Hedengren","tdh","@traceyrickard Yeah, and that impact isn't the same as cramming all important stuff there. Build an interest and a… https://t.co/7J8IqIMLYL","0.20","0.56","POSITIVE"
"PattyisgonnaseeSVT","pattirisu","CRAMMING FINALS https://t.co/e2FBefxAI9","0.00","0.00","NEGATIVE"
"ᵏᵐᵐᵞ❦","kimmaquinoo","Cramming so hard sureal","-0.29","0.54","NEGATIVE"
"ikra","wannabliee","Bawal cramming 💀","0.00","0.00","NEGATIVE"
"no.","iamkuds","i just saw this classmate walking in the hallway wiping a tear away while cramming like crazy from the textbook like honestly gurl same","0.00","0.64","NEGATIVE"
