"name","screen_name","text","polarity","subjectivity","label"
"vimal mishra","vimalannu","#NitiAayog gr8 to have @Rajiv kumar hope now we have indian model of economy not Keynesian shadow MNroy to know the pulse of #Bharat","0.00","0.00","NEGATIVE"
"Neeraj Pratap Singh","Neeraj_Singhh","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"lakshmiprasanna","lakshmipra","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Zee Business","ZeeBusiness","Looking forward to serve the nation: @NITIAayog 's @RajivKumar1 https://t.co/arNeHpfLHO https://t.co/d33KQC9cc7","0.00","0.00","NEGATIVE"
"Oommen C. Kurian","oommen","RT @IasAlok: Great to have Dr Vinod Paul @NITIAayog . Will strengthen the health nutrition initiatives and give it greater sense of purpose…","0.65","0.63","POSITIVE"
"Jaimine","meritocratic","@vimuktaatma Also, Islamophobic @India_Policy will be also working with @NITIAayog. He's another lolbertarian to wo… https://t.co/p141YUnK7m","0.00","0.00","NEGATIVE"
"Kalyanavenkataraman","kalyanam1955","@NITIAayog @rsprasad @digilocker_ind @PMOIndia why NOT improve Digilocker to share/provide print copies of Issued Documents?","0.00","0.00","NEGATIVE"
"Kalyanavenkataraman","kalyanam1955","@NITIAayog @rsprasad @PMOIndia @digilocker_ind once Aadhaar is linked to PAN CARD why not include PAN CARD also in Digilocker? @FinMinIndia","0.00","0.00","NEGATIVE"
"Rashesh Shah","rasheshshah","RT @ficci_india: FICCI welcomes appointment of @RajivKumar1 as new VC of @NITIAayog  https://t.co/njnyfdDmyl","0.14","0.45","POSITIVE"
"Girish Shivakumar","SivakumarGirish","@Kun_Srivastav @AchalHP @mc2_maven @arvindpawan1 @greenwonk @apoorv_bh89 @JigarShahDC @PiyushGoyal @NITIAayog This… https://t.co/7QlwoDngp2","0.00","0.00","NEGATIVE"
"Sanwjag","Sanwjag1","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"ganesh","rintu1234","#MergeIDBIbank With Union BANK @saveidbibank @IDBI_Bank @PMOIndia @arunjaitley @santoshgangwar @TOIIndiaNews @NITIAayog @arjunrammeghwal","0.00","0.00","NEGATIVE"
"Firstpost","firstpost","As a free market economist, #RajivKumar has many challenges at #NITIAayog #ArvindPanagariya
 https://t.co/NfYnKHHz7W","0.45","0.65","POSITIVE"
"Dr. B.R.Ambedkar","DrAmbedkar1891","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Abha Shukla","abhashukla_absh","@HRDMinistry @PrakashJavdekar @NITIAayog ""NOT YET"" phrase can be used instead of ""FAIL"" in marksheet https://t.co/DrBXyUrKoX via @htTweets","-0.50","0.30","NEGATIVE"
"Rajneesh Kumar","rajneesh350","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Naresh Pal Gangwar","NareshPalGangw2","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"Jegan Naathan","chamujegan","@RajivKumar1 @NITIAayog @PMOIndia congratulations sir","0.00","0.00","NEGATIVE"
"Jegan Naathan","chamujegan","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"#BanChinese-Rakesh","rakeshk19401231","@TajinderBagga We can make China disappear from world map
https://t.co/QVNxMWb067
https://t.co/r4DvpJGwWY… https://t.co/bmfp9YNiha","0.00","0.00","NEGATIVE"
"🇮🇳धनंजय✦पारखे🇮🇳","DhananjayParkhe","RT @RajivKumar1: With India's simultaneous triple transition— social, political &amp; economic— well on course, our country will be a global ex…","0.01","0.06","POSITIVE"
"🇮🇳धनंजय✦पारखे🇮🇳","DhananjayParkhe","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"SUSHIL PANDIT","panditsushil203","The latest SUSHIL PANDIT ! https://t.co/tnUrbZxFtD #slvsind #nitiaayog","0.63","0.90","POSITIVE"
"P N Singh","parasjanpara","RT @RajivKumar1: With India's simultaneous triple transition— social, political &amp; economic— well on course, our country will be a global ex…","0.01","0.06","POSITIVE"
"DevinderKumar Kansal","devinder_kansal","@NITIAayog BALANCED EDUCATION IS THE KEY TO SUCCESS IN ACHIEVING SDG2030.
PLEASE TRANSFORM INDIA BY VIVEKANANDA EDU. https://t.co/8fqenxSRPr","0.15","0.50","POSITIVE"
"DevinderKumar Kansal","devinder_kansal","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"DevinderKumar Kansal","devinder_kansal","RT @NITIAayog: #NewsFromNITI: After the 5th Regional Workshop in Guwahati, School Education Quality Index Baseline ranking to be out soon!…","0.00","0.00","NEGATIVE"
"onlinestudy2407","onlinestudy2407","📝 #currentaffairs 
1. #RajivKumar new Vice-Chairman of #NitiAayog
2. #Vijender beats Zulpikar to win WBO Oriental Super Middleweight title","0.42","0.51","POSITIVE"
"Dr Subroto Roy","subyroy","the previous @NITIAayog head never denied being a foreign national who'd renounced India yet got Cabinet rank tx to @PMOIndia @narendramodi","-0.36","0.40","NEGATIVE"
"Dr Subroto Roy","subyroy","But #RajivKumar @NITIAayog @RajivKumar1 apparently published a critique of Reagan Thatcher Marx socialists IMF, Macaulay too...so there...","0.05","0.35","POSITIVE"
"Dr Subroto Roy","subyroy","I do not know the research work of #RajivKumar  @NITIAayog Rajiv Kumar @RajivKumar1 except that it was on coal after nationalization but","0.00","0.00","NEGATIVE"
"Annu Philip","annu_philip","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Rohit Kumar Gupta","rohitkrgupta","Congratulations @RajivKumar1 Hope you will give your best. @NITIAayog https://t.co/Wj8PxSVKvb","1.00","0.30","POSITIVE"
"Narendra Modi","MODIfyingBHARAT","RT @NITIAayog: Create student innovators in 6 months with Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https:…","0.00","0.00","NEGATIVE"
"Narendra Modi","MODIfyingBHARAT","RT @NITIAayog: NITI holds its 5th regional workshop on School Education Quality Index for 8 States in Guwahati, focusing on learning outcom…","0.00","0.00","NEGATIVE"
"Narendra Modi","MODIfyingBHARAT","RT @NITIAayog: Ariela Luna, former Vice Minister Social Policies, Peru, talks on budgeting for high impact, low cost interventions to reduc…","0.05","0.23","POSITIVE"
"Narendra Modi","MODIfyingBHARAT","RT @NITIAayog: We need to use evidence intensely, set goals, have an incentive system &amp; measure indicators rigorously to better nutrition s…","0.35","0.75","POSITIVE"
"Narendra Modi","MODIfyingBHARAT","RT @NITIAayog: #NewsFromNITI: After the 5th Regional Workshop in Guwahati, School Education Quality Index Baseline ranking to be out soon!…","0.00","0.00","NEGATIVE"
"Narendra Modi","MODIfyingBHARAT","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"Nishanth Ulhas Nair","NishanthUNair","RT @rupasubramanya: Interesting perspective from incoming @NITIAayog VC on need for indigenous development model &amp;shunning imported ones ht…","0.50","0.50","POSITIVE"
"Nirmal Raj K","NirmalRajK7","RT @Devansh_IAS: https://t.co/mTBtO7ATcV
Proud day for all AIIMSonians.!! Still fondly remember the days when he took our classes. #AIIMS #…","1.00","1.00","POSITIVE"
"Thepeoplepost","thepeoplepost1","#NitiAayog Vice Chairman #RajivKumar says ready to serve nation. https://t.co/pzRF7lbGCW https://t.co/djO9u6ufiq","0.20","0.50","POSITIVE"
"Andrila  Deka","wanderila","RT @thewire_in: Economist Rajiv Kumar to be @NitiAayog’s new vice chairman https://t.co/VjSp4xxblZ https://t.co/9nAk1FtOo9","0.14","0.45","POSITIVE"
"Baahubali Pragnik","_Pragnik","RT @RajivKumar1: With India's simultaneous triple transition— social, political &amp; economic— well on course, our country will be a global ex…","0.01","0.06","POSITIVE"
"Som Patel","tosompatel","Major push for Labour Reforms by Modi Govt

https://t.co/tH3F9WEmPn
@PMOIndia 
@nstomar 
@NITIAayog 
via NMApp https://t.co/xt4fMFzaT5","0.06","0.50","POSITIVE"
"uttams.s2008","uttamss2008","RT @AshaLamba: @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_NICSI @RajGovOf…","0.00","0.00","NEGATIVE"
"Lalu Prasad Yadav","ModiLeDubega","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Bharat AGNI","AmitAgnihotri10","Boycott Chinese @BBCHindi @bbcchinese @globaltimesnews 

All Indians should boycott their products @ANI_news… https://t.co/cHsI7yWrBf","0.00","0.00","NEGATIVE"
"Yazdgerd J Bilimoria","YazdJBilimoria","RT @EconomicTimes: In Pics | Dr. @RajivKumar1 will be the new vice chairman of #NitiAayog
https://t.co/EQSjlKTwzX","0.14","0.45","POSITIVE"
"Naseem Ahmed","NNaseemahmad071","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Babun Munshi","babun1515","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"To The Point","sabirspf","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Mahesh D M","drmaheshdm","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"The Anarchy Man  Ⓐ","Anarchified","@1986anilshukla @ippatel @tamhanespeaks @PMOIndia @NITIAayog Please remove minority status and review the census fi… https://t.co/3js17CJ8kp","0.00","0.00","NEGATIVE"
"Anand","anandsa1821","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Ashok Singh 🇮🇳","TheAshokSingh","@1986anilshukla @BHANWARLALSUTH7 @PMOIndia @NITIAayog Congress made for vote bank","0.00","0.00","NEGATIVE"
"Newsontube","newsontube7","Economist #RajivKumar appointed new Vice Chairman of #NitiAayog after exit of #arvindpanagariya 

@newsontube7 
https://t.co/5cxp3UffQz","0.14","0.45","POSITIVE"
"Abdul Bari Hanfi","AbdulBariHanfi","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Suhel Subhani","Alhamdd786","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Ramana","ramana_brf","RT @ReggieSinha: @RajivKumar1 @NITIAayog Great. Stay and accelerate the pace!","1.00","0.75","POSITIVE"
"Ramana","ramana_brf","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Jaimine","meritocratic","@Nitin_Rivaldo @sameer0306 @narendramodi @NITIAayog 298 Central Public Sector Units possess around 10 lakh acres of… https://t.co/stfunRS72X","0.00","0.16","NEGATIVE"
"CHERAKULA YUGESH","YUGESHBABU14","RT @EconomicTimes: In Pics | Dr. @RajivKumar1 will be the new vice chairman of #NitiAayog
https://t.co/EQSjlKTwzX","0.14","0.45","POSITIVE"
"Hemantha Kumar","Hemanth19681984","@NITIAayog Government should reduce GST  for. chocolates since children  will benifit and will be happy so many children can not afford also","0.65","0.75","POSITIVE"
"Urvashi Prasad","urvashi01","RT @IasAlok: Great to have Dr Vinod Paul @NITIAayog . Will strengthen the health nutrition initiatives and give it greater sense of purpose…","0.65","0.63","POSITIVE"
"Hemantha Kumar","Hemanth19681984","@NITIAayog Government should invest in animal husbandry import best breed of cow's poultry mother stock both broiler high medicinal chicks","0.34","0.34","POSITIVE"
"Pradeep Murthy","KMPradeepKM","@CMofKarnataka @NITIAayog The criteria is rather based on caste than income. Injustice again to deserved beneficiar… https://t.co/fLfO4tWBBh","0.00","0.00","NEGATIVE"
"CEPR","ceprind","RT @ShoonyaIndia: Many congratulations to @RajivKumar1 on his appointment as next Vice-Chairman of @NITIAayog","0.25","0.25","POSITIVE"
"THE WEEK","TheWeekLive","#NitiAayog : Looking forward to serve the nation, says Rajiv Kumar https://t.co/M6InSOYkBI","0.00","0.00","NEGATIVE"
"Rohin","rohin_kg","RT @Dnekundi_rising: @PMOIndia @nitin_gadkari @NITIAayog Any hope for the Road safety bill to be passed in the Rajya Sabha this month?? Eve…","0.00","0.00","NEGATIVE"
"prince pandey","syn_prince","RT @nag_foundation: Salute to 2 #statesmen @rajivkumar &amp; @drvinodpaul to contribute in #nation building in #policymaking &amp; #publichealth th…","0.00","0.00","NEGATIVE"
"Hemantha Kumar","Hemanth19681984","@NITIAayog Government should rope  FMCG companys  for corporate social work in the railways Advertising rights at stations for development","0.02","0.03","POSITIVE"
"Anant Bhan","AnantBhan","RT @IasAlok: Great to have Dr Vinod Paul @NITIAayog . Will strengthen the health nutrition initiatives and give it greater sense of purpose…","0.65","0.63","POSITIVE"
"Kamal Narayan","knkalita","RT @Mundra08: Dr. Vinod Paul-new member of @NITIAayog.Previous positns=HOD pediatrics (AIIMS Delhi),Member of HLEG UHC (2011),visiting Prof…","0.00","0.00","NEGATIVE"
"manikandan c","manikandancmk","@NITIAayog we need to focus on all educational steam we need engg,doc,tech,cini,agri,etc if we hv nly engg or sme other field wd be impotent","0.06","0.31","POSITIVE"
"Zoher Malkapurwala","ZoherMalkapurw2","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Abdul Khadar","pka_khadar","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"Indian","Hakimhita123","RT @gops333: #NarendraModi must be realising by now that it is easier to demolish than to construct
#NitiAayog 
https://t.co/wZOjXNS78R","0.00","0.00","NEGATIVE"
"sandipsoni","sandipchoksi","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Nagrik Foundation","nag_foundation","Salute to 2 #statesmen @rajivkumar &amp; @drvinodpaul to contribute in #nation building in #policymaking &amp; #publichealth through #NitiAayog","0.00","0.00","NEGATIVE"
"mohit bansal","mohitbn","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Doddanekundi Rising","Dnekundi_rising","@PMOIndia @nitin_gadkari @NITIAayog Any hope for the Road safety bill to be passed in the Rajya Sabha this month?? Everyday delay=400 deaths","-0.20","0.60","NEGATIVE"
"Rajendra","Rajaru28","@NITIAayog Plan separate adjoining open mkt for farmers in city to sale vegetables and farm product by themselves where mkt already exist","0.00","0.50","NEGATIVE"
"Yogesh Kumar Agrawal","Yogi210875","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Abhijit Dan","nowabhijit","RT @DDNewsLive: #NitiAayog: Economist Rajiv Kumar to be the new Vice-Chairman of @NITIAayog https://t.co/yrsAzqLbpS","0.14","0.45","POSITIVE"
"Chirag Vasani","ChiragVasani15","economist #RajivKumar says he is looking forward to serve the country as the new Vice Chairman of @NITIAayog.","0.14","0.45","POSITIVE"
"Sudhanshu Garg","SudhanshuGarg6","RT @thekiranbedi: Congratulations @RajivKumar1.
Been hearing your views on TV. Here is now an opportunity to put them in place. It's good d…","0.70","0.60","POSITIVE"
"Munish Gupta","moviegupta","RT @htTweets: Economist Rajiv Kumar becomes new vice chairman of @NITIAayog https://t.co/hW0SJsfA6F https://t.co/bU9WaR4X4C","0.14","0.45","POSITIVE"
"Navroj Ravi","navroj0203","RT @rupasubramanya: Interesting perspective from incoming @NITIAayog VC on need for indigenous development model &amp;shunning imported ones ht…","0.50","0.50","POSITIVE"
"अयम् आत्मा ब्रह्म","AyamAtmaBrahm","RT @NITIAayog: We need to use evidence intensely, set goals, have an incentive system &amp; measure indicators rigorously to better nutrition s…","0.35","0.75","POSITIVE"
"अयम् आत्मा ब्रह्म","AyamAtmaBrahm","RT @RajivKumar1: With India's simultaneous triple transition— social, political &amp; economic— well on course, our country will be a global ex…","0.01","0.06","POSITIVE"
"kenam rajesh","KenamRajesh","@withDKS @NITIAayog Another big fish of Congress........ https://t.co/PTiHe3OH1c","0.00","0.10","NEGATIVE"
"अयम् आत्मा ब्रह्म","AyamAtmaBrahm","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sandipsoni","sandipchoksi","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Rajesh Manohar Rane","RajeshManoharR1","RT @chandan_samant: @UNinIndia @kabirpilankar @NITIAayog @mygovindia @ash_r_dhanush @MirzaSania @NSaina @DeepaAthlete @SakshiMalik @humasqu…","0.00","0.00","NEGATIVE"
"karuna kant choubey","karunakantch","@RajivKumar1 @NITIAayog 
For3 years india hit lowest growth..only man-made data growth..pl do something","0.00","0.00","NEGATIVE"
"Phil De Carolis","PhilDeCarolis","RT @EconomicTimes: In Pics | Dr. @RajivKumar1 will be the new vice chairman of #NitiAayog
https://t.co/EQSjlKTwzX","0.14","0.45","POSITIVE"
"Subhankar Biswas","Subhank25219819","RT @EconomicTimes: In Pics | Dr. @RajivKumar1 will be the new vice chairman of #NitiAayog
https://t.co/EQSjlKTwzX","0.14","0.45","POSITIVE"
"Afreen Siddiqui","afreenundp","@ASteiner India Calling @UNDP @narendramodi @NITIAayog @amitabhk87","0.00","0.00","NEGATIVE"
"MANOJ DAS","manojtweetnext","Sir @RajivKumar1 congrats VC @NITIAayog , witnessed ur +vity on 17th Dec16 BTMindRush2016 conclave. 
@PahleIndia https://t.co/OTBI2K9Gf1","0.00","0.00","NEGATIVE"
"Raman Srikanth","ramansrikanth","@Sunday_Standard @AnandM25_TNIE Propaganda Master won the battle against the Expert. @NITIAayog","-0.10","0.10","NEGATIVE"
"Nidhi Singhi","nidhi_singhi","RT @EconomicTimes: In Pics | Dr. @RajivKumar1 will be the new vice chairman of #NitiAayog
https://t.co/EQSjlKTwzX","0.14","0.45","POSITIVE"
"Manish Anand","AnandM25_TNIE","With NDC not yet dissolved, @RajivKumar1 has his task cut out to end ad-hocism in @NITIAayog https://t.co/pFk2yBrnx7","0.00","0.00","NEGATIVE"
"BHAVESH MISHRA","baveshmishra","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Dr. Sanjay Prakash S","DrSanjayPSahoo","@RajivKumar1 @NITIAayog Inflection points needs 2b effectively translated in2 pivots modulated with currently missi… https://t.co/VmOAjHufZ9","0.30","0.60","POSITIVE"
"Kalam Malik","kalam_malik1","@RajivKumar1 @NITIAayog Jai Hind @BJP4Valsad 
 @IndianPM_","0.00","0.00","NEGATIVE"
"Kamla Singh","kamla_singh1","@RajivKumar1 @NITIAayog Let's make India stronger @vsvadivelbook 
@bungsnarashimha @vunderthetree","0.00","0.00","NEGATIVE"
"huma javed","huma_javed1","@RajivKumar1 @NITIAayog Great thoughts sir.. @ashutoshbinod @abhijithsrdhr","0.80","0.75","POSITIVE"
"Maulesh Pawar","Maulesh_Pawar","@AskAnshul Don't use public money for politics benefit only. Make rules n benefit to all girl, All Indian Girl not… https://t.co/fchgZUUM7Q","0.00","0.53","NEGATIVE"
"Mohsin Ahmed","softnet35","RT @Narendrkvishnoi: Congratulation to Economist Rajiv Kumar become New ViceChairman of Niti Aayog After Arvind Panagariya's Resignation. #…","0.14","0.45","POSITIVE"
"Columbia | SIPA","ColumbiaSIPA",". @APanagariya will return to SIPA from @NITIAayog, India govt's economic think tank: @EconomicTimes https://t.co/vOmp3feCNP","0.20","0.20","POSITIVE"
"Reggie","ReggieSinha","@RajivKumar1 @NITIAayog Great. Stay and accelerate the pace!","1.00","0.75","POSITIVE"
"EarthlingHitchhiker","42istheAns","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"J P Ranjan","jpranjan1974","@RajivKumar1 @NITIAayog Sir, job creation must be the top priority..just talk to any engineering college student..there is no job.","0.50","0.50","POSITIVE"
"Abhishek","ABHISFHD","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Romana","romana_khan12","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rajni das","rajni_das1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"vardha yadav","vardha_yadav","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Vijay Kumar","vijay_1kumar","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sameer jain","sameer_jain2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"zeenat","zeenat_88","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"roshan_singh","roshan_singh4","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rakesh sharma","rakesh_sharma6","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"ujjawal gupta","ujjawal_gupta1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rakhi gupta","rakhi_gupta1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sunami singh","sunami_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sona yadav","sona_yadav12","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"saniya","saniya_khan2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"tirath singh","tirath_singh2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rahul dev","rahul_dev12","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sudha singh","sudha_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Sulemani","sulemani_khan1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"vandana yadav","vandana_yadav1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rana khatoon","rana_khatoon1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sadiq jameel","sadiq_jameel1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sajan singh","sajan_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sanjana rai","sanjana_rai1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"saba khan","saba_khan6","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sohan","sohan_varma1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"ranbir kapoor","ranbir_kapoo","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"roma jain","roma_jain2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sumit yadav","sumit_yadav3","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"sagar singh","sagar_singh2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Soniya Jain","soniya_jain1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"ram khelawan","ram_khelawan1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Roma Singh","roma_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Rehana","rehana_khan1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Tarak Singh","tarak_singh2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rita singh","rita_singh2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rohit yadav","rohit_yadav12","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rani singh","rani_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rohit vamula","rohit_bharti1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Rahul Baba","rahul_baba1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
