"name","screen_name","text","polarity","subjectivity","label"
"Kelly Kaczmarski","firstsves","RT @MrDW30: So...Did the Jeopardy Teachers Tournament Champion speak at YOUR district's convocation?… https://t.co/XqiPaYK7Pp","0.00","0.00","NEGATIVE"
"Makky Fung  ADE","makkyfung","New post on my blog: #30 How to Add a Twitter Feed to Your Website Sidebar https://t.co/6iQwEwqWDe","0.14","0.45","POSITIVE"
"💦Katie💦","Katieimperfect","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"kimberly","michelle_kimmi","RT @chip_menton: Theodore open house and community pep rally Friday August 18th at 5:30 p.m. Come meet the teachers and stay for pep rally.","0.00","0.50","NEGATIVE"
"Mari Baptista","MarBap805","What an honor to these five inductees of the National Teachers Hall of Fame. #teachersrock #TeacherLife… https://t.co/po6UXsG7TU","0.00","0.00","NEGATIVE"
"Mark Huang","MarkHuang1124","RT @TEFLjoboverseas: TEFL Jobs: Taipei Private Schools: TEFL Qualified Teachers Needed - August Start Date https://t.co/PlKhiIJUoF https://…","0.00","0.38","NEGATIVE"
"Adeloye Oluyemi M.","OfficialOluyemi","Be an advocate for quality television programming. Join forces with other parents and teachers to set television viewing guidelines.","-0.13","0.38","NEGATIVE"
"Abel","abelv_17","RT @Xochilth_Garcia: Bruh how Klein ISD has a new school that looks like this but teachers at Klein forest gotta make class copies bc we do…","0.14","0.45","POSITIVE"
"airwrecka🌙","_kirkkkk","RT @SheaSerrano: shoutout all the teachers who do shit like this for their kids https://t.co/NIoYeSiOVL","-0.20","0.80","NEGATIVE"
"The Markets Daily","TheMarketsDaily","Teachers Retirement System of The State of Kentucky Continues to Hold Position in Fox Factory Holding Corp. $FOXF https://t.co/Icd7Q27E1V","0.00","0.00","NEGATIVE"
"Danny Walker","dwalk360","Teachers, trainers, and/or maintainers 💯 accurate https://t.co/ijumSpCHNj","0.40","0.63","POSITIVE"
"Dean R Groom","Type217","@richardolsen it's also a false criticism of teachers where parents are dissatsfied with kids representations of their teachers  1/2","-0.40","0.60","NEGATIVE"
"RAINIELg™","KarelseRainiel","RT @TheWeirdWorld: Despite what teachers told us, Wikipedia did end up being the most valuable resource for research.","0.50","0.50","POSITIVE"
"Saba","sabafarrukhozil","I just witnessed my 1st year anatomy teachers laughing, talking &amp; taking selfies *shudders*","0.00","0.00","NEGATIVE"
"Greenwood Schools","GSD_Excellence","Greenwood School District Day is the ""kick-off"" for teachers and staff. 
Starting with breakfast and drawings for... https://t.co/497er1Clq8","0.00","0.10","NEGATIVE"
"justaddthat","justaddthat","RT @NataliePalombi: Don't be afraid of the rough spots; they are your teachers #inspiration #motivation #mindset… https://t.co/Pty1kO2M4I","-0.35","0.65","NEGATIVE"
"Brandon Dorman","dormanmath","Math teachers, what do you wish your #edtech tools could do or share between each other? #mtbos  #imsquarterly","-0.13","0.38","NEGATIVE"
"♌️Leo August 10th♌️","asmith_231","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Carlene","MsWolterSS","RT @ShakeUpLearning: Get the FREE #GoogleKeep CHEAT SHEET! https://t.co/wEqPuKnzzO #gttribe #googleET #googleedu #gsuiteedu #edtech","0.50","0.80","POSITIVE"
"Julianna","juliannaa_marie","RT @NicholasFerroni: Teachers just want to be respected not sainted... though elementary school teachers should be.","0.30","0.90","POSITIVE"
"Dulce Gonzales","dulcegonzalepa","Math Coach's Corner: What Great Teachers Do Differently","0.40","0.68","POSITIVE"
"Jay✨","_RealRoyalty","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"shentai","shentaiorg","The Fulfilling Teachers Life of Gonda-Sensei (English)
https://t.co/RSydWL0fQy https://t.co/yWwOllo95Q","0.00","0.00","NEGATIVE"
"Charlene Lewis","carsgyronmi1985","hot girls teachers nudes porn pictures house wifes fucking https://t.co/WNR4mLJMgF","-0.17","0.83","NEGATIVE"
"myHassan","myHassan","RT @nbc4i: Teachers who dragged, carried autistic boy won't be charged https://t.co/10xeA7rNgs #NBC4 https://t.co/JRDZNEOMMh","-0.20","0.20","NEGATIVE"
"Social IR NEWS","socialirnews","Would you like to help your CHILD build self-esteem https://t.co/VhOcbDhiyp #parentingtips #books #teachers… https://t.co/WJ63up6i7C","0.00","0.00","NEGATIVE"
"Social PR News","socialprnews","Would you like to help your CHILD build self-esteem https://t.co/CI2zwQAAWx #parentingtips #books #teachers… https://t.co/1Rcu1MFEDd","0.00","0.00","NEGATIVE"
"Leighla sisson","leighlaaaaaa","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Lisa the loner","LisaD787","RT @AlarmedNotAlert: @_SocialDemocrat @LisaD787 @billshortenmp Teachers, it's all the teachers fault.","0.00","0.00","NEGATIVE"
"HLIS","TweetDCS_HLIS","RT @TweetDCS: Teachers, do you want to apply for a Foundation for Excellence in Education classroom grant?  Click here!  #TeamDCS https://t…","0.00","0.00","NEGATIVE"
"Rommy Cronin","debateotter","RT @sbrown_shannon: GES teachers embracing and experiencing 3D lesson on the solar eclipse.#DCSDLRNR  #learnerfocused https://t.co/8kcfwevW…","0.00","0.00","NEGATIVE"
"мaĸe ιт Reιgn!","Sana_UsoCrazy","RT @FunnyBrawls: teachers fighting... what... how do you even... what the fuck https://t.co/kVpik25Exq","-0.40","0.60","NEGATIVE"
"Ken Leindecker","kenl9698","So I assume if a male teacher in Alabama put the wood to a 17-16 year old female that would be OK. Go tide go  https://t.co/ufLpqP9Zt4","0.15","0.24","POSITIVE"
"Harley James","mshtjames","RT @fainrockets: Just a little bit proud to be a Fain Rocket!  Teachers taking risk so their students are prepared for the future! https://…","0.27","0.54","POSITIVE"
"Laura Matthews","lauramatthews45","Yeah, i agree, the best teachers are mothers..we've had a few raccoons ourselves, i love Them, so intelligent, cari… https://t.co/jbJUWP1iWm","0.53","0.47","POSITIVE"
"supa strika","Supa_Strika","RT @IntThings: 30 Times Teachers Were WAY Smarter Than Their Students.. https://t.co/X4LXMA5hwr","0.00","0.00","NEGATIVE"
"KimmyJan","Johnny__Wadd","RT @ReaganGomez: Cops. Teachers. Lawyers, ya know...folks w/ power over marginalized communities. https://t.co/EYcj3yl3Pj","0.00","0.00","NEGATIVE"
"kward","kwardteach","From working with teachers to running Orientation with students. Rocked it @CCNTH Student leaders! @LuciaMarUnified… https://t.co/vZq7kjn0iz","0.00","0.00","NEGATIVE"
"Larry Ferlazzo","Larryferlazzo","NEW: links to all my Ed Wk columns on Math Instruction from the past six years! https://t.co/7j0kn1QC4E https://t.co/zuX7i2dFcc","-0.09","0.35","NEGATIVE"
"Mohamed🤴🏿","mohamed_3c","RT @rybuckets_: Teachers lying on conference night 🤦🏽‍♂️ https://t.co/TwK78nQAev","0.00","0.00","NEGATIVE"
"taylor and chance❤️","chancextaylorfp","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"kel🦋","myikelwilson","RT @rybuckets_: Teachers lying on conference night 🤦🏽‍♂️ https://t.co/TwK78nQAev","0.00","0.00","NEGATIVE"
"ja'mese.xoxo","JMAC1135","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Please Explain","AlarmedNotAlert","@_SocialDemocrat @LisaD787 @billshortenmp Teachers, it's all the teachers fault.","0.00","0.00","NEGATIVE"
"#WHITESOXNATION ⚫️⚪️","vanessamoya37","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Michelle Tijerina","michtijer","RT @charlalcobb: Mesa Verde teachers making plans for the new year.
#MVworldchangers https://t.co/yjK4H0SUOn","0.14","0.45","POSITIVE"
"Matt Sheelen","mjsheelen","RT @loudlearning: Quit trying to be ""right"" in every conversation, whether with Students or other Teachers.Choose happy! Hardly ever will y…","0.22","0.61","POSITIVE"
"50 CENT","kandid_chernov","Go listen to the message on I'll Trust You. Teachers Killed his Special Needs SON! respect to @rahnanthoni https://t.co/zjkTWpIJ8g","0.12","0.29","POSITIVE"
"kaitlin®","peachykait","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Blessed ✨","fanta_hu","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Bryan Gorka","BryanGorka","RT @SteeleThoughts: All teachers have bad days.  The best teachers refuse to let their ‘bad day’ compromise the positive energy in the clas…","-0.04","0.54","NEGATIVE"
"kayla :)","Kayladenisemoya","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Kristen H.","kayriz10","@MyFavMurder a teacher asked for podcast recommendations in a teaching thread and of course there were a few murderino teachers in the mix!","-0.25","0.10","NEGATIVE"
"brianna nguyen","briannaxnguyen","RT @thenessss: ""our teachers are so cool mom my teachers are so cool they cuss""","0.35","0.65","POSITIVE"
"Djns","HeyyDiva","RT @TehyaShanice: While analyzing the students and teachers at my job, I must say, Louisiana education has failed us completely. Especially…","-0.20","0.35","NEGATIVE"
"Lil Chano From 79th","chancetherapper","RT @SandHerrera_: Can't sleep. Gotta get ready for the Bud tomorrow and support Chicago Public Schools, Students, and teachers with @chance…","0.10","0.28","POSITIVE"
"Patricia Buck","PatriciaBuck20","RT @DysartUSD: See how we work with new teachers like @LukeJets Ms. Renyer for teacher orientation. Full vid here https://t.co/wbl8EuEsCv #…","0.24","0.50","POSITIVE"
"Alexis","theyl0vek","Ap teachers kill me when they say stuff like Ap kids dont do that, Ap kids dont be late, Ap this, Ap that .... likee calm down.","-0.05","0.55","NEGATIVE"
"OndabitRadio","OndabitRadio","Se busca Nursery Teachers Jobs UK - South of England. Huelva https://t.co/CXPUHov35v","0.00","0.00","NEGATIVE"
"thiccer than oatmeal","lenadreamsingld","RT @ReaganGomez: Cops. Teachers. Lawyers, ya know...folks w/ power over marginalized communities. https://t.co/EYcj3yl3Pj","0.00","0.00","NEGATIVE"
"shashy","saratshh1","Teachers reveal students  bad reply which sound more funny - https://t.co/O3EdTMlnWc https://t.co/8hJDmDNkQj","0.11","0.64","POSITIVE"
"Hilmi","hlmshkr87","If only all teachers are this amazeballs. 👍🏻 https://t.co/aFsBcznB3j","0.00","1.00","NEGATIVE"
"Amanda I. Greene","amandaianthe","RT @DinklingPublish: A meditation teacher’s 5 tips for breaking your screen addiction once and for all. https://t.co/i7V3P9eCze","0.00","0.00","NEGATIVE"
"TEFL Jobs Overseas","TEFLjoboverseas","TEFL Jobs: TEACHERS FOR 2017 – 2019 GUATEMALA https://t.co/65bY4611vq https://t.co/8xUzYeJYyc","0.00","0.00","NEGATIVE"
"Stephanie Fisher","sjkfisher","RT @achievethecore: Math teachers: prepare for Back to School by using the Coherence Map https://t.co/krckdVnxJn https://t.co/c6FLjBEgoe","0.00","0.00","NEGATIVE"
"TEFL Jobs Overseas","TEFLjoboverseas","TEFL Jobs: Native teachers needed for international schools with good pay up tp 25K monthly! https://t.co/Ayx1RyF5NS https://t.co/jAKgUcwDcv","0.44","0.30","POSITIVE"
"TEFL Jobs Overseas","TEFLjoboverseas","TEFL Jobs: Taipei Private Schools: TEFL Qualified Teachers Needed - August Start Date https://t.co/PlKhiIJUoF https://t.co/ZcbYsXnYYs","0.00","0.38","NEGATIVE"
"Occupy Atlanta","OWSAtlanta","RT @Enjoneer01: Parents &amp; teachers, be sure to teach your children and students about the importance of diversity in our culture. #Charlott…","0.50","0.89","POSITIVE"
"Teacher Solutions","socialQTS","Nautical Decor - Brown Sailboat #teachers #homeschool  https://t.co/7swqJhdPLJ https://t.co/8MMwnyisqb","0.00","0.00","NEGATIVE"
"Claude Roche","ccr2410","Ever since I graduated I've gotten like 20 Facebook friend suggestions of South's teachers, def not a coincidence","0.00","0.00","NEGATIVE"
"Teacher's day 2017","salu_2017","New post (Wall Quotes About Teachers for Home, Office or Classroom Decor...) has been published on Teachers Day -… https://t.co/MPXB2gXSsR","0.14","0.45","POSITIVE"
"Mary Lynn Spiker","rekipsm","RT @KidsInNeed: Students and teachers had a great time shopping at @secondharvest! @georgiapacific was with us… https://t.co/XaBVE6TUkV","0.80","0.75","POSITIVE"
"NBAひYUNGひGUY","Guyy340","RT @Complex: Judge rules Alabama teachers can have sex with their students https://t.co/IwgOWp8C1q https://t.co/nqTR59HQfc","0.00","0.00","NEGATIVE"
"Turbo.ry 🚀","rybuckets_","Teachers lying on conference night 🤦🏽‍♂️ https://t.co/TwK78nQAev","0.00","0.00","NEGATIVE"
"Leon Spence","TheLeonSpence","‘Mystery shopper’ pupils spying on teachers 

https://t.co/UCEmBsun5N

Seems perfectly reasonable, doesn't it?","0.20","0.60","POSITIVE"
"JamesRoy","JamesRoy","RT @ItsDrMordecai: Meet The 5 New Inductees Of The National Teachers Hall Of Fame https://t.co/lP4yTteZyV #Education #Teaching https://t.co…","0.14","0.45","POSITIVE"
"hexpix","hexpix","RT @Chappah: @MrRobotFangirl @RealAlexRubi It's stupid to think of these people as embecils. They are the police, teachers, businessmen, fi…","-0.80","1.00","NEGATIVE"
"Laura Canciamilla","lcanciamilla","RT @CSBA_Now: In response to the current teacher shortage, new law is making it easier for potential teachers to earn credentials. https://…","0.05","0.62","POSITIVE"
"kyla-mēchelle","KylaMechelle7","RT @RStewartJewelry: That's yall teachers,co-workers,doctors,bosses,day care providers and ""friends"" out there being the scum of the earth.…","-0.30","0.40","NEGATIVE"
"kaddy","kadija231","Teachers reveal students  bad reply which sound more funny - https://t.co/fyqsr5SZfR https://t.co/P7fs5KbQIK","0.11","0.64","POSITIVE"
"♱ᏆᎢ'Ꮪ ᎡᏆVᎪᏆ♱","TheShortCaption","@Heartfelt_Soul He nodded to every friend he had since he was friends with a few of the teachers and once outside h… https://t.co/wRS8HEx4kI","-0.10","0.08","NEGATIVE"
"Connie Davison","ConnieD343","RT @DougCoParents: Dear teachers...
https://t.co/1IDhgE2XEa
#edcolo","0.00","0.00","NEGATIVE"
"Mony Guevara","mony_guevara","The PNB teachers are ready to start the school year… https://t.co/nr40XlFekO","0.20","0.50","POSITIVE"
"Moira Bundschuh","MoirainMA","RT @DonorsChoose: ""It was tough relinquishing some of that control of having a seating chart or assigned seats, but it just works."" https:/…","-0.39","0.83","NEGATIVE"
"Pakusta","nameitDrix","RT @unoladeras: honestly, we shouldnt blame it on the teachers. theyre just doing their jobs.

we should blame it on the education system h…","0.60","0.90","POSITIVE"
"Ami Potts","potts_ami","RT @SteeleThoughts: Resources are good &amp; pedagogy is good but NEVER underestimate the HUMAN element. Teachers are the most important variab…","0.46","0.56","POSITIVE"
"Thug Metrics","ThugMetrics","RT @PioPicoPalomas: Today was a great day of learning for our teachers! #dataanalysis #restorativepractices #circulodepaz #fun We are ready…","1.00","0.75","POSITIVE"
"JIHO!","CREAMYERII","( i'm so stressedt. i emailed one of my teachers that i wasn't attending the class bc of being sick and also to choose my topic for an","-0.71","0.86","NEGATIVE"
"Yeshua Medina","RavenclawMedina","RT @TheWeirdWorld: Despite what teachers told us, Wikipedia did end up being the most valuable resource for research.","0.50","0.50","POSITIVE"
"Alejandro Garcia","Garciaparasoco","RT @Campestre_ES: What's the best thing about Friday? 4th &amp; 5th grade teachers eat with their students.🍽👍#TeamSISD https://t.co/Bxq4i4zYMj","1.00","0.30","POSITIVE"
"ariadna","serg_ari","@MCorreaKHOU @KHOU 😳 that's a lot of money! Thanks a lot to all the teachers out there! Y'all deserve something nic… https://t.co/ZMz5YLmGKC","0.25","0.20","POSITIVE"
"Denny Kramer","DennyKramer6","RT @JonGordon11: Here's a Positive Teacher pledge for all the teachers beginning school soon. Thank you for all you do to make a difference…","0.23","0.55","POSITIVE"
"Ppl for Housing OC","HousingOC","@JoshGohlke @SFyimby Who will teach the kids so they can be workforce-ready for the tech industry? Maybe they think… https://t.co/u2yNaFn1aG","0.00","0.00","NEGATIVE"
"Jude Black","JudeBlack2","RT @RHLSD_Colts: K-5 teachers dancing their way through Phonics Training! Excited about the new year! #GoColts #Phonics @gailthomas47 @Jude…","0.27","0.60","POSITIVE"
"PEA Teh. Sheikhupura","pea_sheikhupura","*Matric Supplementary Admission Last Date With Double Fee Is:15 Aug

*No Ban Lift From Teachers'Transfer

*AIOU: Admission Last Date:5 Sep","0.00","0.04","NEGATIVE"
"Dr Mordecai Brownlee","ItsDrMordecai","Meet The 5 New Inductees Of The National Teachers Hall Of Fame https://t.co/lP4yTteZyV #Education #Teaching https://t.co/68ml8eCJl9","0.14","0.45","POSITIVE"
"Emily Jackson","EmilyJa54534350","nude pics of 6th grade teachers https://t.co/vTwDEL1IVf","0.00","0.00","NEGATIVE"
"Digital Natives","dNativesCorp","Free Technology for Teachers: 10 Things You Can Do With Google Sheets https://t.co/ncG6pLpkB6, see more https://t.co/IoHcAZCf4b","0.45","0.65","POSITIVE"
"Deondre Hampton","deondrehampton5","Man i'm getting old. I remember when I used to think teachers lived in school buildings","0.10","0.20","POSITIVE"
"BorgognoFamily","mborgogno1","RT @LaHabraHS: Welcome back teachers and coaches! @LHHighlanders @mborgogno1 https://t.co/tZDvlHyD7f","0.40","0.45","POSITIVE"
"let a bitch live","hornyandangry","RT @ReaganGomez: Cops. Teachers. Lawyers, ya know...folks w/ power over marginalized communities. https://t.co/EYcj3yl3Pj","0.00","0.00","NEGATIVE"
"Neosho STUCO","NEOHIGH_STUCO","STUCO would like to offer a warm welcome to all of @NeoshoSD's new teachers! Be life changers, be inspiring, most importantly, be a WILDCAT!","0.51","0.74","POSITIVE"
"Greenwood Schools","GSD_Excellence","Greenwood School District Day is the ""kick-off"" for teachers and staff. 
Starting with breakfast and drawings for... https://t.co/6af4n25kdH","0.00","0.10","NEGATIVE"
"Atul Indian","indianatul7","RT @EdTech_K12: Some common @GoogleForEdu #edtech tools can help streamline grading for #K12 teachers. https://t.co/IYz4p8hEJB","-0.30","0.50","NEGATIVE"
"analschan fangirl","analswaifu","@kmsCatie @syhdney yeah they give me the teachers online literally the day before school starts","0.00","0.00","NEGATIVE"
"sifir","CAMCIFiliz","RT @VedatSamur: Result of extracting Hizmet movement schools and Hizmet sympathizer teachers from Turkish education system is obviously a d…","0.00","0.50","NEGATIVE"
"Chris Aviles","TechedUpTeacher","How #edcamps are changing the face of teacher PD: https://t.co/y1eEpDVep3 #edtech #edchat #education","0.00","0.00","NEGATIVE"
"heather bridgens","hbridgens","RT @SteeleThoughts: Resources are good &amp; pedagogy is good but NEVER underestimate the HUMAN element. Teachers are the most important variab…","0.46","0.56","POSITIVE"
"Erin Papa","erinpapari","RT @TCLProgram: Wishing #TCLP Teachers🇨🇳🇪🇬🇲🇦 all the best as they begin year in US🇺🇸host schools teaching #Arabic and Mandarin #Chinese! #E…","1.00","0.30","POSITIVE"
"James Cho","jamescho1212","Eddie B Comedy. Haha really gets teachers. https://t.co/GxR00T3JRL","0.20","0.25","POSITIVE"
"🖤phatculm 🏴","Iainaym","RT @Pianobirdy: An #Alabama law barring teachers from having sex w/students was ruled unconstitutional by a state judge - who also dismisse…","0.00","0.00","NEGATIVE"
"Amy Jo Borkholder","AmyJoBorkholder","RT @jenfelke: State scrambling to keep dual-credit teachers for students seeking head start on college https://t.co/xmhS7Jz3cQ","0.00","0.00","NEGATIVE"
"kirsten","splendadaddytae","Yooo wtffffffff HAHAHAAHAAHAHHAHAA THEY NEED TO HAVE SEX ON DA CAR , FLOOR , SOFA , TEACHERS TABLE, CHAIR,TENT,AND… https://t.co/37suUFkJLb","0.00","0.00","NEGATIVE"
"Guilherme Veríssimo","guilleverissimo","Alabama judge rules teachers can have sex with their students https://t.co/g4iJiEJ87v","0.00","0.00","NEGATIVE"
"kristyn","claytoncuddles","RT @SanaaBeydoun: the teachers are absent literally 10 days per month.. I don't think there was one time where all my teachers were present…","0.00","0.00","NEGATIVE"
"MindsetPlay","OUMindsetPlay","RT @pertslab: From Teacher to Leader: Shift Your Mindset https://t.co/T57bYxIn03 via @educationweek https://t.co/cwc4ppmV2f","0.00","0.00","NEGATIVE"
"Cecilia G. Rodriguez","LCHS_Interact","RT @educationweek: 3 ways dads can step up and engage in their child's education in the new school year, from @joe_mazza: https://t.co/EOji…","0.14","0.45","POSITIVE"
"Sandra León Torres","larojasandra","RT @ideo: Calling all teachers—join a community of educators designing solutions to the biggest challenges in education: https://t.co/rSaBz…","0.00","0.00","NEGATIVE"
"vann","100healings","@NECROCRUNK @herocIass even the biggest idiots can become teachers too","-0.80","0.80","NEGATIVE"
"🍫🍫","pinchmeimcute","RT @YELLA_BONE7: Bruhhhhhh! I ""waisted"" my time. No your damn teachers did! https://t.co/ytImEsqnby","0.00","0.00","NEGATIVE"
"analschan fangirl","analswaifu","@kmsCatie @syhdney they didnt even give me my teachers yet. just my schedule.","0.00","0.00","NEGATIVE"
"MHS Color Guard","mhscolorg","RT @DavidMandel_: The awesome MHS teachers learning about ILT.  #MHSProfessionalLearning. https://t.co/EfWgOZvNhE","1.00","1.00","POSITIVE"
"Kristen Witt","KristenWitt13","RT @smccabe_o: Love celebrating those who are #MadeInFSUSD!  So many new teachers from FHS, AHS, RHS &amp; Adult School!  #WelcomeHome https://…","0.32","0.46","POSITIVE"
"Kendra Yamamoto","kendraleiko","RT @alicekeeler: As a HS math teacher I got my best ideas from kinder. Learn from all teachers https://t.co/xHIrKMs71k","1.00","0.30","POSITIVE"
"Pio Pico Elementary","PioPicoPalomas","Today was a great day of learning for our teachers! #dataanalysis #restorativepractices #circulodepaz #fun We are r… https://t.co/mOFDJOYtaE","1.00","0.75","POSITIVE"
"Pio Pico Elementary","PioPicoPalomas","Today was a great day of learning for our teachers! #dataanalysis #restorativepractices #circulodepaz #fun We are r… https://t.co/6JmuSavbNx","1.00","0.75","POSITIVE"
"عبدالعزيز السبيعي","ABDULAZIZNA1F","RT @The_MainIdea: 43 excellent skills to support your teachers in developing - from @RobertJMarzano's The New Art &amp; Science of Teaching htt…","0.57","0.73","POSITIVE"
"Angela Gibson","vain319","RT @DanaeStudiobcn: You can't scare me I'm a teacher  #GiftsforTeachers #Teachers #ShirtforHalloween #CostumeForHalloween https://t.co/gVoj…","0.00","0.00","NEGATIVE"
"Tom","zucksonit","RT @Iona_Marvel: Best History Teachers Ever https://t.co/rIc62AQw0y","1.00","0.30","POSITIVE"
"Richard Patterson","baileydog8","RT @ericemoji: #ableg #OnBehalfOfJasonKenney I'd like to thank our unionized teachers and nurses for raising our kids and caring for our si…","0.00","0.00","NEGATIVE"
"Tristan Crater","Tris_499","My summer vibes are fading, and now I have to go to school!!! 😫😫😫 WHY?!!?! Teachers are gonna suck, and I don't have the time for it! 😒","0.00","0.00","NEGATIVE"
"Katie","KatieSuzanne82","RT @cultofpedagogy: Find Your Marigold: The One Essential Rule for New Teachers
https://t.co/Z1jI2cgjFY
#ntchat #joyfulleaders #teachers #n…","0.07","0.38","POSITIVE"
"jaee👑","itss_jaeee","RT @it_bkp: teachers vs. students @ ursuline. https://t.co/Lf8B7FKvtf","0.00","0.00","NEGATIVE"
"Celina Stiles","CStiles_HR","RT @BenitoMtz_ES: Teachers getting on board! Some great and moving experiences occurring because of the phone calls 👍🏻📞☎️ #LiftEachOtherUp…","0.80","0.75","POSITIVE"
"Amos Anon","AmosAnon","RT @Warden_AoS: There are almost no male elementary teachers. Strangely, there's no concern about this lack of diversity in educating our k…","0.08","0.38","POSITIVE"
"Stefani Lee","gaymanottaqueen","i never gave up drawing . i had art teachers not believe in me untill i moved and had one who praised me . she taught me so much .","0.20","0.20","POSITIVE"
"Shivang Mishra","Shivang565657","RT @Shivang565657: @supritichauhan @rgsnoida @ishafoundation @Alphee123 @Nalini8vikram @swetaraghav @Rajkuma89705264 @nehasingh_shash @Renu…","0.00","0.00","NEGATIVE"
"Mike Pitcher","thshadow","@utepcreate @GoldingPedro Thanks for being a part of the team today to work with our #TechE18 teachers to reshape t… https://t.co/sdduxfq7wO","0.20","0.20","POSITIVE"
"Marvel Girl","Iona_Marvel","Best History Teachers Ever https://t.co/rIc62AQw0y","1.00","0.30","POSITIVE"
"Mary Olsen","maryolsen46107","RT @nikkirojo4life: Do you want to know why racism is systemic? Look at the people marching tonight. They are your doctors, teachers, cops,…","0.00","0.00","NEGATIVE"
"Rian Sullivan","Rie_keagan13","RT @BleacherReport: Teachers really did not want to lose against the students 😂 (via zachmarcuus/Instagram) https://t.co/tH2jyrIUxV","0.20","0.20","POSITIVE"
"Lillian Anderson","jonwoeradi1984","sexy teachers stripping fuckingcock https://t.co/HpfFFTs3i7","0.50","1.00","POSITIVE"
"زوجة ميكاءيل","bintsierraleone","RT @MyRecruitment1: Male and female ESL teachers needed for Saudi Arabia. Email info@myeslrecruitment.com or inbox me for more details.","0.17","0.26","POSITIVE"
"undefeated.","tinydancer0925","RT @noahjussi: (I was also one of only 4 non-white teachers, period)","0.00","1.00","NEGATIVE"
"🇺🇸Wings🐣🇺🇸","ajam2007","@trumpology Absolutely appalling the ignorance of teachers, I will be happy if my grand kids are home schooled.","0.32","0.97","POSITIVE"
"Jinny Rhee","ADRheeSJSU","180 K-12 teachers trained; 11 engineering subjects taught - PLTW Summer Core Training at SJSU 2017 is a wrap! @PLTWorg @PLTWSJSU","0.00","0.00","NEGATIVE"
"Adam B. Clemons, EdD","AdamBClemons","RT @PiedmontHS: Proud to have 100% of our teachers, plus Dr. Clemons, certified as @Apple Teachers! https://t.co/v0DeO8TUma","1.00","1.00","POSITIVE"
"Ken Williams","Ken_Williams13","RT @GrangePrincipal: Site orientation for our new teachers! Team scavenger hunt using Flipgrid #GrizzlyFamily #GMS #FSUSD @Ken_Williams13 h…","0.17","0.45","POSITIVE"
"Lisa","blm03","RT @MyMilitarySvgs: Trying to think of the perfect #backtoschool #teacher gift? Check out these super CUTE #DIY ideas! 📓✏️🍎🎒 https://t.co/W…","0.65","0.89","POSITIVE"
"Dr. Ravi K Mahajan","mahajan_rk","@narendramodi I had interacted with students in KUS for three days, students want to learn teachers want to teach; Let it be ResidentialUniv","0.00","0.00","NEGATIVE"
"Denise","deewater3","RT @WeAreTeachers: Did you know about these teacher perks at Amazon? https://t.co/2UV1e6muHF","0.00","0.00","NEGATIVE"
"Shivang Mishra","Shivang565657","@supritichauhan @rgsnoida @ishafoundation @Alphee123 @Nalini8vikram @swetaraghav @Rajkuma89705264 @nehasingh_shash… https://t.co/MubVnhXdwD","0.00","0.00","NEGATIVE"
"mother ✨","chiefchandler_","When I meet male teachers I just get so excited, that's so beautiful to me.","0.41","0.62","POSITIVE"
"Madi","LatelyWDW","so i'm transferring to a new school, and one of my teachers last names is herron😦 @ImZachHerron coincidence? i think not;))","0.13","0.51","POSITIVE"
"Ricardo Robles Jr.","ElXapulin","Busy day getting Opening Day ready. Big shout out to all the MKS volunteers who made it possible. Many parents, man… https://t.co/EISZX0vfqw","0.16","0.48","POSITIVE"
"яąj ѵąя๓ą11372जहाँमे","Rajendr76194898","RT @Engineer_PKS: When your parents are physics teachers.

#justforfun https://t.co/UpJMDZBGXC","0.00","0.00","NEGATIVE"
"Jess","Calila1988","RT @RStewartJewelry: That's yall teachers,co-workers,doctors,bosses,day care providers and ""friends"" out there being the scum of the earth.…","-0.30","0.40","NEGATIVE"
